# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = simple_bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/simple-bernoulli.json
# init = 2 (Default)
# random
#   seed = 3649689744 (Default)
# output
#   file = data/simple-bernoulli_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-6.76321,0.969357,0.971545,2,3,0,6.93149,0.272196
-7.28654,0.869377,0.971545,2,3,0,7.5259,0.137249
-7.57301,0.951098,0.971545,1,1,0,7.62268,0.115947
-8.25622,0.906291,0.971545,1,1,0,8.27773,0.0826347
-8.94754,0.928949,0.971545,1,1,0,9.01731,0.0612422
-9.70466,0.94096,0.971545,1,1,0,9.80443,0.045228
-7.21853,1,0.971545,1,3,0,9.65636,0.143485
-7.10118,1,0.971545,2,3,0,7.24874,0.155877
-7.31023,0.959732,0.971545,1,1,0,7.34623,0.135207
-6.7845,0.92497,0.971545,2,3,0,7.72504,0.28473
-6.75452,1,0.971545,2,3,0,6.77524,0.264426
-7.24698,0.68631,0.971545,2,3,0,8.37168,0.386201
-7.80272,0.809204,0.971545,1,1,0,7.92868,0.452732
-7.16994,1,0.971545,2,3,0,7.62516,0.148332
-7.42422,0.953454,0.971545,1,1,0,7.46298,0.126169
-7.16,1,0.971545,1,1,0,7.41018,0.149369
-6.86589,1,0.971545,1,1,0,7.09274,0.192817
-6.75893,1,0.971545,2,3,0,6.8451,0.268759
-6.781,0.993122,0.971545,1,1,0,6.782,0.282981
-6.76324,1,0.971545,1,1,0,6.7778,0.272219
-7.0559,0.724722,0.971545,2,3,0,8.17981,0.161387
-6.75108,1,0.971545,2,3,0,7.02053,0.259857
-6.9853,0.935365,0.971545,1,3,0,7.0619,0.171119
-6.76999,0.934473,0.971545,2,3,0,7.6934,0.224427
-7.3513,0.857146,0.971545,1,3,0,7.47788,0.400665
-7.46908,0.956308,0.971545,1,1,0,7.66968,0.415655
-7.48623,0.668992,0.971545,1,3,0,8.93729,0.121719
-6.77438,0.994681,0.971545,2,3,0,7.50119,0.222056
-7.39245,0.849169,0.971545,1,3,0,7.53269,0.406047
-6.75191,0.833944,0.971545,2,3,0,8.12547,0.239085
-7.38317,0.847166,0.971545,1,3,0,7.46127,0.404847
-8.70033,0.311701,0.971545,1,3,0,11.3365,0.0679482
-8.72079,0.825192,0.971545,2,3,0,12.6872,0.0673584
-7.07,1,0.971545,1,3,0,8.56421,0.159618
-7.51425,0.883209,0.971545,1,3,0,8.13362,0.421095
-7.51425,0.372756,0.971545,1,1,0,9.19286,0.421095
-8.5264,0.674268,0.971545,1,1,0,8.72202,0.516814
-7.44841,1,0.971545,1,1,0,8.27579,0.413113
-6.96559,1,0.971545,1,1,0,7.30689,0.337799
-8.69033,0.524007,0.971545,1,1,0,8.69755,0.529294
-7.35507,1,0.971545,1,1,0,8.29635,0.401165
-6.75058,1,0.971545,1,3,0,7.2429,0.241138
-7.66962,0.787682,0.971545,1,3,0,7.75979,0.438733
-6.81841,1,0.971545,1,3,0,7.3702,0.298731
-6.99514,0.941763,0.971545,1,1,0,7.00247,0.34389
-6.99514,0.75374,0.971545,1,1,0,7.50789,0.34389
-6.95536,0.601118,0.971545,2,3,0,9.02708,0.335603
-7.01957,0.977566,0.971545,1,1,0,7.08016,0.348676
-7.71951,0.898389,0.971545,2,3,0,7.7614,0.444089
-6.79692,1,0.971545,1,3,0,7.40174,0.290377
-6.87056,0.857179,0.971545,2,3,0,7.41108,0.314995
-7.72068,0.736347,0.971545,1,1,0,7.72382,0.444213
-7.72068,0.157126,0.971545,1,1,0,10.8426,0.444213
-6.79727,1,0.971545,1,3,0,7.69377,0.212202
-6.82468,0.983593,0.971545,2,3,0,6.93494,0.300932
-6.75039,0.998065,0.971545,2,3,0,6.83756,0.241473
-6.75039,0.375322,0.971545,2,3,0,10.3382,0.241473
-6.759,0.980318,0.971545,2,3,0,6.8549,0.268821
-6.81745,0.972193,0.971545,2,3,0,6.90152,0.205456
-6.80234,1,0.971545,1,1,0,6.8251,0.210385
-6.7516,0.967824,0.971545,2,3,0,7.02515,0.23952
-8.04012,0.719894,0.971545,1,3,0,8.43509,0.0914029
-7.44099,1,0.971545,1,1,0,7.96819,0.124936
-7.35251,1,0.971545,2,3,0,7.53088,0.131711
-6.79157,0.921764,0.971545,2,3,0,7.77405,0.288039
-7.09914,0.675512,0.971545,2,3,0,8.37178,0.363035
-6.75522,1,0.971545,1,3,0,7.06602,0.235202
-6.91386,0.957021,0.971545,1,3,0,6.95771,0.326135
-7.3007,0.944866,0.971545,2,3,0,7.30076,0.136021
-6.74803,0.980564,0.971545,1,3,0,7.28652,0.250357
-6.75949,0.997009,0.971545,1,3,0,6.76085,0.269242
-7.51499,0.797786,0.971545,1,3,0,7.84425,0.11975
-7.62768,0.981977,0.971545,1,1,0,7.75257,0.112551
-9.20691,0.888426,0.971545,2,3,0,9.25525,0.565158
-6.91324,1,0.971545,1,1,0,8.35155,0.325986
-6.78753,0.987731,0.971545,1,3,0,6.98603,0.216007
-7.58262,0.785306,0.971545,2,3,0,8.25407,0.429049
-7.11413,1,0.971545,1,1,0,7.49147,0.365566
-7.72794,0.612461,0.971545,1,3,0,8.93266,0.106742
-6.76108,1,0.971545,2,3,0,7.52944,0.270557
-6.80483,0.986276,0.971545,1,1,0,6.80534,0.293621
-6.86467,0.980376,0.971545,1,1,0,6.87533,0.313348
-7.59255,0.770688,0.971545,1,1,0,7.59629,0.430178
-6.80285,1,0.971545,1,3,0,7.3189,0.292832
-8.60988,0.676329,0.971545,2,3,0,8.64374,0.0706378
-6.76778,1,0.971545,2,3,0,8.33584,0.22572
-6.9254,0.955738,0.971545,1,3,0,6.99584,0.328869
-6.75404,1,0.971545,1,3,0,6.87521,0.263874
-7.03667,0.724451,0.971545,2,3,0,8.21022,0.163886
-7.25202,0.956965,0.971545,1,1,0,7.27697,0.14034
-6.75018,1,0.971545,2,3,0,7.18614,0.258267
-6.98264,0.941578,0.971545,1,3,0,6.99435,0.341356
-6.98264,0.39644,0.971545,1,1,0,8.50968,0.341356
-7.8235,0.848568,0.971545,2,3,0,7.8238,0.101646
-7.72246,1,0.971545,1,1,0,7.96781,0.107047
-8.30852,0.974486,0.971545,2,3,0,8.3548,0.0806933
-6.82005,1,0.971545,2,3,0,7.91745,0.299315
-6.90165,0.990994,0.971545,2,3,0,6.91507,0.323146
-6.89872,1,0.971545,1,1,0,6.9496,0.322412
-6.94982,0.664934,0.971545,2,3,0,8.48796,0.334393
-6.82652,1,0.971545,1,1,0,6.92036,0.301564
-6.76464,1,0.971545,2,3,0,6.81473,0.227686
-6.78918,0.993351,0.971545,1,1,0,6.79051,0.215329
-9.25157,0.554335,0.971545,1,3,0,9.55956,0.568045
-7.58128,1,0.971545,1,1,0,8.78397,0.428896
-6.77096,0.857694,0.971545,2,3,0,8.2792,0.223886
-6.88734,0.768687,0.971545,2,3,0,8.20853,0.188183
-7.46512,0.85662,0.971545,1,3,0,7.80936,0.415172
-8.36713,0.704441,0.971545,1,1,0,8.55135,0.50408
-6.91635,1,0.971545,1,1,0,7.83423,0.326733
-6.84687,1,0.971545,1,1,0,6.91572,0.308117
-6.89917,0.87591,0.971545,2,3,0,7.41947,0.185805
-6.95785,0.986431,0.971545,1,1,0,6.98353,0.175387
-7.18795,0.927951,0.971545,1,3,0,7.58786,0.377392
-6.75979,0.999798,0.971545,1,3,0,7.15337,0.231157
-6.75033,0.998941,0.971545,1,3,0,6.7644,0.258548
-6.78132,0.990578,0.971545,1,3,0,6.79539,0.218705
-8.71393,0.631675,0.971545,1,3,0,9.29274,0.0675555
-8.04322,1,0.971545,1,1,0,8.69359,0.0912677
-6.77351,1,0.971545,2,3,0,7.74957,0.278904
-6.93352,0.948999,0.971545,1,1,0,6.93359,0.330742
-7.53574,0.803273,0.971545,1,1,0,7.55679,0.42363
-6.78688,0.929203,0.971545,2,3,0,7.99352,0.216277
-7.02868,0.96662,0.971545,2,3,0,7.08743,0.350411
-6.75696,1,0.971545,1,3,0,6.94706,0.266958
-6.84722,0.937874,0.971545,2,3,0,7.04821,0.308224
-6.84722,0.557613,0.971545,2,3,0,8.67334,0.308224
-6.77432,1,0.971545,1,1,0,6.82546,0.279368
-7.52636,0.787392,0.971545,1,3,0,7.92109,0.118987
-6.77428,0.94151,0.971545,1,3,0,7.65839,0.279348
-7.91631,0.565655,0.971545,2,3,0,9.6468,0.0970536
-7.46085,1,0.971545,1,1,0,7.88714,0.123504
-7.68003,0.965066,0.971545,1,1,0,7.76877,0.109455
-8.18126,0.932212,0.971545,1,1,0,8.2379,0.0855339
-8.78767,0.934832,0.971545,1,1,0,8.86839,0.0654761
-6.76937,0.909348,0.971545,1,3,0,8.91687,0.224782
-6.75781,0.92053,0.971545,2,3,0,7.21184,0.267757
-6.75781,0.677702,0.971545,1,3,0,7.79674,0.267757
-6.7507,0.994623,0.971545,2,3,0,6.78657,0.240931
-6.7548,0.999597,0.971545,2,3,0,6.75482,0.264742
-6.77943,0.980288,0.971545,2,3,0,6.84833,0.282164
-6.76941,1,0.971545,2,3,0,6.78129,0.276429
-6.87454,0.962845,0.971545,1,3,0,6.95838,0.190895
-7.84344,0.782928,0.971545,1,3,0,8.21219,0.456841
-6.75592,1,0.971545,1,3,0,7.63842,0.234512
-6.82224,0.980726,0.971545,1,3,0,6.85277,0.300088
-6.86371,0.986264,0.971545,1,1,0,6.88164,0.313075
-6.79888,0.87321,0.971545,2,3,0,7.37896,0.291203
-7.10597,0.901127,0.971545,1,1,0,7.10664,0.364196
-10.3149,0.29271,0.971545,1,1,0,10.3255,0.629001
-7.81243,1,0.971545,1,1,0,9.56206,0.453719
-7.55937,1,0.971545,1,1,0,7.98176,0.42638
-7.43027,1,0.971545,2,3,0,7.73957,0.410852
-7.78325,0.873037,0.971545,1,1,0,7.99226,0.45074
-7.42646,1,0.971545,1,1,0,7.85328,0.410374
-8.56785,0.641941,0.971545,1,1,0,8.72502,0.520027
-7.07388,1,0.971545,1,1,0,8.03401,0.358655
-6.85793,1,0.971545,1,1,0,7.01476,0.311414
-6.85197,1,0.971545,1,1,0,6.88852,0.309658
-6.95058,0.842964,0.971545,2,3,0,7.57348,0.176574
-6.95058,0.434077,0.971545,2,3,0,11.0086,0.176574
-7.10085,0.967617,0.971545,1,1,0,7.1213,0.155915
-6.75326,0.93956,0.971545,2,3,0,7.51949,0.262932
-6.77203,0.994228,0.971545,1,1,0,6.77215,0.278032
-7.97753,0.730382,0.971545,1,3,0,7.99703,0.469864
-6.77896,1,0.971545,1,3,0,7.57772,0.281918
-7.77984,0.395064,0.971545,2,3,0,10.4552,0.45039
-8.50033,0.754211,0.971545,1,1,0,8.81447,0.514773
-6.92323,0.913911,0.971545,2,3,0,9.27641,0.181285
-6.90259,1,0.971545,1,1,0,6.95289,0.185138
-7.05196,0.966657,0.971545,1,1,0,7.06447,0.161891
-6.89139,0.931597,0.971545,2,3,0,7.61078,0.320549
-6.76049,1,0.971545,1,3,0,6.84994,0.270076
-8.06171,0.713248,0.971545,1,3,0,8.09607,0.477679
-6.76565,1,0.971545,1,3,0,7.84609,0.227035
-6.91194,0.877825,0.971545,2,3,0,7.53701,0.183356
-7.15974,0.946587,0.971545,1,1,0,7.16448,0.149397
-6.82993,0.999176,0.971545,1,3,0,7.08394,0.201819
-6.94224,0.962062,0.971545,1,3,0,7.11006,0.332713
-6.86922,1,0.971545,1,1,0,6.94714,0.314623
-6.77391,1,0.971545,1,1,0,6.83931,0.279135
-6.85569,0.973857,0.971545,1,1,0,6.85712,0.310759
-6.84183,0.820265,0.971545,2,3,0,7.60852,0.306558
-7.22514,0.853748,0.971545,2,3,0,7.61503,0.142852
-6.81623,0.952006,0.971545,1,3,0,7.40335,0.297944
-7.25924,0.857998,0.971545,1,1,0,7.26022,0.387968
-6.98092,1,0.971545,1,1,0,7.20913,0.341004
-8.64377,0.535648,0.971545,1,1,0,8.65415,0.52581
-7.29724,1,0.971545,1,1,0,8.22742,0.393329
-6.76457,1,0.971545,1,3,0,7.25672,0.227732
-6.74906,1,0.971545,2,3,0,6.76289,0.255718
-6.77713,0.987963,0.971545,2,3,0,6.8118,0.280936
-6.88723,0.95895,0.971545,1,3,0,6.98984,0.188206
-6.84051,0.979621,0.971545,2,3,0,7.09223,0.198972
-6.93037,0.978437,0.971545,1,1,0,6.93923,0.180015
-6.92081,1,0.971545,1,1,0,6.96959,0.181723
-7.00742,0.957281,0.971545,2,3,0,7.35391,0.167895
-6.90131,1,0.971545,1,1,0,7.00114,0.185387
-7.31104,0.890943,0.971545,1,3,0,7.65332,0.395232
-7.14783,1,0.971545,2,3,0,7.37021,0.371089
-7.2893,0.433414,0.971545,2,3,0,10.947,0.392223
-7.10639,1,0.971545,1,1,0,7.32447,0.364266
-7.64674,0.641915,0.971545,1,3,0,8.76933,0.111407
-7.52999,0.876769,0.971545,1,3,0,8.95723,0.422956
-7.83777,0.962602,0.971545,2,3,0,8.08878,0.456274
-7.83648,1,0.971545,1,1,0,8.2376,0.456144
-7.08387,0.873025,0.971545,1,3,0,8.47894,0.157926
-7.08387,0.84799,0.971545,1,3,0,8.28266,0.157926
-7.49428,0.923993,0.971545,1,1,0,7.50326,0.121162
-8.0337,0.921246,0.971545,1,1,0,8.06658,0.0916834
-11.1476,0.777175,0.971545,1,3,0,11.5067,0.0263653
-10.2335,1,0.971545,1,1,0,11.2226,0.0369492
-6.74824,0.776659,0.971545,1,3,0,11.1884,0.247409
-6.89408,0.963459,0.971545,1,3,0,6.91849,0.186816
-6.781,0.983225,0.971545,2,3,0,6.97019,0.282978
-6.8186,0.925943,0.971545,2,3,0,7.09929,0.298798
-6.81403,1,0.971545,1,1,0,6.83727,0.297138
-6.80523,1,0.971545,1,1,0,6.82778,0.29378
-6.74981,0.998828,0.971545,2,3,0,6.81327,0.242575
-6.74842,0.907559,0.971545,2,3,0,7.24328,0.246464
-7.53223,0.81589,0.971545,1,3,0,7.74811,0.118597
-6.78913,0.935343,0.971545,1,3,0,7.70526,0.28693
-6.74834,0.999751,0.971545,1,3,0,6.78476,0.246838
-6.94882,0.948137,0.971545,1,3,0,6.97381,0.334173
-6.88366,0.687198,0.971545,2,3,0,8.37782,0.318534
-6.75988,0.995183,0.971545,1,3,0,6.89942,0.231088
-6.75988,0.85684,0.971545,1,3,0,7.36042,0.231088
-6.75169,1,0.971545,1,1,0,6.75773,0.239394
-6.74813,1,0.971545,2,3,0,6.75164,0.251871
-6.81388,0.983024,0.971545,1,3,0,6.81991,0.297081
-7.09117,0.895446,0.971545,2,3,0,7.35908,0.157053
-7.76508,0.902138,0.971545,1,3,0,7.76516,0.104714
-6.75753,1,0.971545,2,3,0,7.56405,0.2675
-6.83973,0.980391,0.971545,1,3,0,6.83987,0.305895
-6.91789,0.973846,0.971545,1,1,0,6.93774,0.327099
-6.84614,1,0.971545,1,1,0,6.91603,0.307893
-7.27271,0.839975,0.971545,2,3,0,7.69849,0.138471
-7.3319,0.989135,0.971545,1,1,0,7.43158,0.133392
-6.96222,1,0.971545,1,1,0,7.25649,0.174686
-7.55337,0.855043,0.971545,1,3,0,8.02322,0.425686
-7.05529,0.884176,0.971545,1,3,0,8.14823,0.161465
-7.38857,0.936112,0.971545,1,1,0,7.40161,0.128867
-8.35561,0.919102,0.971545,2,3,0,8.36685,0.503134
-7.18963,1,0.971545,1,1,0,7.98581,0.37765
-7.54998,0.873152,0.971545,1,1,0,7.66844,0.425292
-6.77862,1,0.971545,1,3,0,7.2938,0.281736
-6.80379,0.991946,0.971545,1,1,0,6.80986,0.293208
-6.80379,0.698306,0.971545,1,3,0,7.69638,0.293208
-6.80379,0.864796,0.971545,1,1,0,7.08263,0.293208
-6.87952,0.975176,0.971545,1,1,0,6.88861,0.317434
-6.75103,0.998704,0.971545,1,3,0,6.87123,0.240388
-6.75373,0.947312,0.971545,2,3,0,7.02538,0.26351
-6.75287,1,0.971545,1,1,0,6.75477,0.262443
-6.7482,0.983737,0.971545,2,3,0,6.83213,0.247625
-6.99527,0.936691,0.971545,1,3,0,7.023,0.343916
-6.75586,0.986048,0.971545,2,3,0,7.08052,0.234573
-6.7484,1,0.971545,1,3,0,6.75398,0.246587
-6.79525,0.987916,0.971545,2,3,0,6.82179,0.289662
-6.79229,0.931266,0.971545,2,3,0,7.11927,0.21409
-7.02392,0.970365,0.971545,2,3,0,7.07067,0.349507
-6.76197,0.845384,0.971545,2,3,0,7.651,0.271252
-6.76197,0.783378,0.971545,1,3,0,7.40684,0.271252
-6.75954,0.934984,0.971545,2,3,0,7.07165,0.231353
-6.74922,1,0.971545,1,3,0,6.75669,0.243925
-7.17021,0.830858,0.971545,2,3,0,7.68663,0.374638
-7.17021,0.633292,0.971545,1,1,0,7.97783,0.374638
-6.76376,1,0.971545,1,3,0,7.04234,0.272601
-6.79685,0.989587,0.971545,1,1,0,6.7983,0.290346
-6.74811,1,0.971545,1,3,0,6.78682,0.251638
-6.96434,0.94417,0.971545,1,3,0,7.01379,0.174349
-6.92682,1,0.971545,1,1,0,6.99187,0.180643
-6.74833,0.857363,0.971545,2,3,0,7.9204,0.253106
-7.06892,0.847746,0.971545,2,3,0,7.53979,0.357778
-6.7747,0.991729,0.971545,1,3,0,7.09747,0.221893
-6.96426,0.962636,0.971545,1,3,0,6.96802,0.174361
-7.31456,0.92906,0.971545,1,1,0,7.31777,0.134841
-9.31183,0.901733,0.971545,2,3,0,9.81367,0.571892
-8.07189,1,0.971545,2,3,0,9.21348,0.478607
-7.02717,1,0.971545,2,3,0,7.71294,0.350125
-6.83533,1,0.971545,1,1,0,6.97229,0.304488
-7.58658,0.75844,0.971545,1,3,0,8.18256,0.115088
-7.42653,1,0.971545,2,3,0,7.65818,0.125997
-8.81875,0.844942,0.971545,2,3,0,9.49386,0.0646246
-8.13351,1,0.971545,2,3,0,8.80394,0.0874568
-6.91281,0.991115,0.971545,2,3,0,8.22567,0.183194
-6.91281,0.501904,0.971545,1,3,0,9.84416,0.183194
-6.96911,0.987106,0.971545,1,1,0,6.99819,0.173598
-6.75166,0.989902,0.971545,1,3,0,6.97584,0.260756
-7.05214,0.925143,0.971545,1,3,0,7.06473,0.354761
-7.05214,0.522145,0.971545,1,1,0,8.13856,0.354761
-7.06918,0.99796,0.971545,2,3,0,7.17028,0.357825
-6.75783,0.835045,0.971545,2,3,0,7.74162,0.26777
-6.88036,0.961804,0.971545,1,3,0,6.94333,0.189642
-6.82755,0.981177,0.971545,2,3,0,7.06454,0.202487
-7.66568,0.853875,0.971545,1,3,0,7.73953,0.110289
-6.92924,1,0.971545,2,3,0,7.44919,0.329758
-7.69581,0.755727,0.971545,1,1,0,7.71128,0.441561
-7.53082,0.642968,0.971545,1,3,0,9.2909,0.118691
-8.68993,0.642775,0.971545,2,3,0,11.7707,0.0682505
-6.88895,1,0.971545,2,3,0,8.60399,0.187854
-6.93082,0.770554,0.971545,2,3,0,8.69105,0.179936
-7.58055,0.843232,0.971545,1,3,0,8.00717,0.428813
-7.58055,0.543884,0.971545,1,3,0,9.21792,0.428813
-9.5257,0.468643,0.971545,1,1,0,9.69593,0.585119
-7.47189,1,0.971545,1,1,0,8.85744,0.415999
-6.8927,1,0.971545,2,3,0,7.44171,0.187092
-8.27981,0.784733,0.971545,1,3,0,8.44928,0.0817509
-6.7864,1,0.971545,2,3,0,8.13449,0.216481
-6.86143,0.980793,0.971545,1,1,0,6.86277,0.193839
-7.6252,0.876907,0.971545,1,3,0,7.66607,0.112702
-6.92277,0.903763,0.971545,2,3,0,8.08153,0.328252
-7.74398,0.875351,0.971545,2,3,0,7.75679,0.446666
-6.79474,1,0.971545,1,3,0,7.70471,0.21315
-7.15529,0.905012,0.971545,1,3,0,7.30769,0.372282
-7.02354,1,0.971545,1,1,0,7.18521,0.349435
-6.77703,0.990539,0.971545,1,3,0,7.06378,0.220727
-6.95718,0.949218,0.971545,1,3,0,7.04902,0.335998
-7.00088,0.984708,0.971545,1,1,0,7.0646,0.345034
-6.84842,1,0.971545,2,3,0,6.96529,0.308587
-7.45072,0.644747,0.971545,2,3,0,8.61152,0.124231
-9.25512,0.818287,0.971545,1,3,0,9.33783,0.0540176
-8.2476,1,0.971545,2,3,0,9.17391,0.0829611
-7.59782,1,0.971545,1,1,0,8.18194,0.114385
-7.07802,1,0.971545,1,1,0,7.50073,0.158635
-7.41542,0.936259,0.971545,1,1,0,7.43059,0.126824
-7.21395,1,0.971545,2,3,0,7.43352,0.143926
-6.80865,1,0.971545,1,3,0,7.12846,0.208243
-8.08733,0.725798,0.971545,1,3,0,8.35864,0.480008
-7.27002,1,0.971545,2,3,0,7.89291,0.389507
-6.8232,1,0.971545,1,1,0,7.11662,0.300422
-7.31576,0.842499,0.971545,1,1,0,7.31697,0.395878
-9.99808,0.354377,0.971545,1,1,0,10.0619,0.612233
-7.05282,1,0.971545,1,3,0,10.2323,0.16178
-7.41755,0.930485,0.971545,1,1,0,7.42742,0.126666
-8.89434,0.900559,0.971545,2,3,0,9.00469,0.54404
-8.76882,1,0.971545,1,1,0,9.59767,0.535065
-6.92549,0.997957,0.971545,1,3,0,8.88867,0.18088
-6.74979,1,0.971545,2,3,0,6.91172,0.257486
-6.87805,0.975645,0.971545,2,3,0,6.90713,0.190135
-7.23895,0.920115,0.971545,2,3,0,7.57409,0.14155
-6.83554,0.947214,0.971545,2,3,0,7.45502,0.304554
-7.66137,0.746057,0.971545,1,1,0,7.66157,0.437834
-7.66137,0.296594,0.971545,1,3,0,10.6031,0.437834
-6.78174,1,0.971545,1,3,0,7.3668,0.283359
-6.8358,0.909915,0.971545,2,3,0,7.1703,0.30464
-7.08163,0.918728,0.971545,1,1,0,7.09036,0.360016
-7.2631,0.935512,0.971545,1,1,0,7.35689,0.388522
-6.77289,1,0.971545,1,3,0,7.10289,0.278545
-6.74925,1,0.971545,1,3,0,6.76628,0.256239
-7.29746,0.866548,0.971545,1,3,0,7.32911,0.393358
-6.99498,1,0.971545,1,1,0,7.24121,0.343858
-7.05914,0.883514,0.971545,1,3,0,7.56137,0.160976
