# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = simple_bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/simple-bernoulli.json
# init = 2 (Default)
# random
#   seed = 3649689744 (Default)
# output
#   file = data/simple-bernoulli_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.53737,0.871476,0.987852,1,1,0,7.59126,0.423822
-7.00488,1,0.987852,2,3,0,7.39049,0.345823
-7.62227,0.822383,0.987852,1,1,0,7.63965,0.43352
-6.76155,0.982109,0.987852,2,3,0,7.78506,0.229827
-6.95125,0.976362,0.987852,2,3,0,6.97569,0.334707
-6.95768,0.998069,0.987852,1,1,0,7.01447,0.336106
-7.18474,0.721186,0.987852,2,3,0,8.51999,0.376896
-6.90894,1,0.987852,2,3,0,7.11511,0.324942
-6.79506,1,0.987852,1,1,0,6.87798,0.289579
-6.95283,0.955914,0.987852,1,1,0,6.95317,0.335053
-7.96206,0.726783,0.987852,1,1,0,7.96307,0.468399
-8.06331,0.966538,0.987852,1,1,0,8.43317,0.477826
-7.12589,1,0.987852,2,3,0,7.84127,0.153062
-6.93126,1,0.987852,1,1,0,7.09413,0.179858
-6.86394,1,0.987852,1,1,0,6.92875,0.19326
-6.86394,0.796961,0.987852,1,3,0,8.1713,0.19326
-7.05025,0.934326,0.987852,1,3,0,7.3839,0.354417
-7.0564,0.998105,0.987852,1,1,0,7.14345,0.355533
-8.74473,0.792161,0.987852,2,3,0,8.74616,0.533308
-7.30818,1,0.987852,2,3,0,8.42207,0.135382
-6.91329,0.989462,0.987852,1,3,0,7.23664,0.183104
-7.66987,0.898104,0.987852,1,3,0,7.72243,0.110044
-8.11757,0.946834,0.987852,1,1,0,8.15772,0.0881126
-7.40607,1,0.987852,1,1,0,8.02216,0.127529
-7.08556,1,0.987852,1,1,0,7.35987,0.157723
-7.45868,0.939681,0.987852,1,1,0,7.46239,0.123659
-7.2728,1,0.987852,1,1,0,7.47936,0.138462
-7.2728,0.850393,0.987852,1,3,0,8.42165,0.138462
-6.82828,0.94685,0.987852,1,3,0,7.63273,0.302158
-7.79119,0.665496,0.987852,1,3,0,8.74953,0.103325
-6.85392,0.989095,0.987852,1,3,0,7.74208,0.195614
-6.86559,0.997539,0.987852,1,1,0,6.88635,0.192883
-6.87196,0.970458,0.987852,1,3,0,7.12822,0.315382
-6.87196,0.756018,0.987852,1,3,0,7.95225,0.315382
-6.94529,0.978596,0.987852,1,1,0,6.96794,0.333392
-7.25165,0.832924,0.987852,1,3,0,8.00625,0.140375
-7.13418,1,0.987852,1,1,0,7.27692,0.152144
-6.87308,0.964794,0.987852,1,3,0,7.52757,0.315688
-6.88098,0.997695,0.987852,1,1,0,6.91429,0.317824
-8.08956,0.806422,0.987852,2,7,0,8.09114,0.0892821
-7.06567,0.968975,0.987852,1,3,0,7.98211,0.160156
-7.25525,0.967672,0.987852,1,1,0,7.27665,0.140045
-6.82906,0.992908,0.987852,1,3,0,7.19142,0.202063
-6.74809,1,0.987852,2,3,0,6.82537,0.248494
-7.19881,0.910935,0.987852,2,3,0,7.36141,0.145408
-6.91883,1,0.987852,1,1,0,7.14604,0.182082
-6.75167,0.992926,0.987852,1,3,0,6.9586,0.26078
-7.02281,0.83072,0.987852,2,3,0,7.7317,0.165751
-6.80642,0.963867,0.987852,2,3,0,7.37408,0.294247
-6.86569,0.941771,0.987852,2,3,0,7.13936,0.313635
-6.75484,1,0.987852,1,3,0,6.84077,0.264785
-6.76392,0.981888,0.987852,2,3,0,6.85901,0.228165
-6.74811,1,0.987852,2,3,0,6.76253,0.251627
-6.75043,0.986874,0.987852,2,3,0,6.82755,0.241389
-6.75244,0.961857,0.987852,2,3,0,6.98357,0.238375
-6.77967,0.905111,0.987852,2,3,0,7.40747,0.219466
-6.75892,0.926646,0.987852,2,3,0,7.2778,0.231856
-6.7719,0.904894,0.987852,2,3,0,7.44789,0.223369
-7.1507,0.904544,0.987852,1,3,0,7.32228,0.371549
-7.1507,0.632839,0.987852,1,3,0,9.32128,0.371549
-7.36421,0.720517,0.987852,1,3,0,8.58359,0.130775
-6.75705,0.999549,0.987852,1,3,0,7.38251,0.233459
-6.75025,0.952545,0.987852,2,3,0,7.08384,0.241711
-6.82616,0.98326,0.987852,1,3,0,6.83683,0.202885
-6.75716,0.999609,0.987852,1,3,0,6.81288,0.233358
-6.77645,0.998473,0.987852,2,3,0,6.77652,0.221014
-6.81037,0.984258,0.987852,1,3,0,6.89074,0.295768
-6.76401,1,0.987852,1,1,0,6.79787,0.272784
-6.75598,0.997224,0.987852,1,3,0,6.78476,0.234459
-7.20243,0.893624,0.987852,1,3,0,7.33293,0.3796
-6.751,1,0.987852,1,3,0,7.12826,0.259729
-6.74827,1,0.987852,1,3,0,6.75042,0.252797
-6.76359,0.958441,0.987852,2,3,0,7.00503,0.228387
-7.32955,0.86762,0.987852,1,3,0,7.51121,0.397752
-7.23894,1,0.987852,1,1,0,7.43291,0.385031
-7.2142,1,0.987852,2,7,0,7.21426,0.143902
-6.93648,0.927992,0.987852,2,3,0,7.81564,0.331416
-7.90879,0.87726,0.987852,2,3,0,7.90926,0.463281
-6.79136,1,0.987852,1,3,0,7.61517,0.287945
-6.79136,0.708425,0.987852,1,3,0,7.90297,0.287945
-6.8763,0.925459,0.987852,2,3,0,7.23777,0.190511
-7.00974,0.944186,0.987852,1,3,0,7.34922,0.346774
-6.75856,0.9704,0.987852,2,3,0,7.19237,0.26843
-7.06371,0.909646,0.987852,1,3,0,7.25161,0.160401
-6.75043,0.926801,0.987852,2,3,0,7.703,0.258734
-7.28321,0.861617,0.987852,2,3,0,7.68523,0.39137
-7.0002,0.87554,0.987852,1,3,0,7.96858,0.168927
-6.96816,1,0.987852,1,1,0,7.03202,0.173746
-6.83901,0.956487,0.987852,2,3,0,7.32772,0.305668
-7.17408,0.960926,0.987852,2,3,0,7.1749,0.375243
-9.77181,0.555021,0.987852,2,7,0,9.88817,0.0440658
-8.84726,1,0.987852,1,1,0,9.73607,0.0638558
-8.84726,0.97552,0.987852,1,1,0,9.30938,0.0638558
-8.3933,1,0.987852,1,1,0,8.90097,0.0776779
-7.9095,1,0.987852,1,1,0,8.39294,0.0973792
-6.90809,0.931937,0.987852,1,3,0,8.76789,0.324737
-7.28649,0.700861,0.987852,2,3,0,8.60852,0.39183
-6.75618,0.994701,0.987852,2,3,0,7.35033,0.234266
-7.15406,0.940089,0.987852,2,3,0,7.27212,0.372086
-7.15406,0.557654,0.987852,1,3,0,9.83211,0.372086
-6.92862,1,0.987852,1,1,0,7.10782,0.329616
-6.84853,1,0.987852,1,1,0,6.92072,0.308623
-7.01636,0.903555,0.987852,2,7,0,7.38828,0.166641
-6.86144,0.97009,0.987852,1,3,0,7.33497,0.312427
-7.1579,0.914931,0.987852,1,1,0,7.16228,0.372697
-6.82956,1,0.987852,1,1,0,7.06103,0.302588
-7.27161,0.929871,0.987852,2,7,0,7.27163,0.138569
-6.97083,1,0.987852,2,3,0,7.21843,0.173329
-7.06893,0.965876,0.987852,2,3,0,7.38443,0.159751
-7.7737,0.905332,0.987852,1,3,0,7.78431,0.104252
-7.14418,0.983357,0.987852,2,3,0,8.09808,0.151055
-6.88812,0.944745,0.987852,1,3,0,7.57048,0.319702
-8.80835,0.439022,0.987852,1,3,0,11.0303,0.0649079
-8.67804,1,0.987852,2,3,0,9.01269,0.0685984
-9.25085,0.955961,0.987852,1,1,0,9.33536,0.0541104
-6.98259,0.964484,0.987852,2,7,0,8.71814,0.341346
-8.17667,0.57618,0.987852,1,3,0,9.96154,0.0857162
-7.2199,0.962193,0.987852,1,3,0,8.05606,0.143353
-7.27758,0.990636,0.987852,1,1,0,7.35162,0.138038
-6.99947,1,0.987852,1,1,0,7.23235,0.169033
-6.81745,0.996719,0.987852,1,3,0,6.96169,0.205456
-7.88568,0.812067,0.987852,1,3,0,8.11353,0.098533
-7.88568,0.907494,0.987852,1,1,0,8.71068,0.098533
-6.81041,1,0.987852,2,3,0,7.62669,0.295783
-6.91532,0.970315,0.987852,1,1,0,6.91973,0.326485
-7.58831,0.811387,0.987852,1,1,0,7.59043,0.429697
-6.74816,1,0.987852,1,3,0,7.47812,0.252078
-6.74816,0.937795,0.987852,1,3,0,6.98708,0.252078
-6.84048,0.981557,0.987852,2,3,0,6.88105,0.306131
-7.75516,0.816024,0.987852,1,3,0,7.76147,0.447835
-11.3716,0.302757,0.987852,1,1,0,11.416,0.678294
-8.08752,1,0.987852,1,1,0,10.4142,0.480025
-9.99377,0.529582,0.987852,1,1,0,10.2098,0.611997
-8.07351,1,0.987852,2,3,0,9.56436,0.478755
-7.17291,1,0.987852,2,3,0,7.85441,0.148025
-7.49814,0.949513,0.987852,1,1,0,7.5127,0.120896
-7.2395,1,0.987852,1,1,0,7.4891,0.141498
-6.88296,0.991355,0.987852,1,3,0,7.17371,0.189095
-6.89497,0.997532,0.987852,1,1,0,6.92161,0.186638
-7.07745,0.964972,0.987852,1,1,0,7.08026,0.158704
-7.32089,0.959334,0.987852,1,1,0,7.336,0.134308
-6.92076,0.989092,0.987852,1,3,0,7.24856,0.181731
-9.94234,0.658983,0.987852,2,3,0,10.0232,0.0412673
-9.94234,0.96895,0.987852,1,1,0,10.6863,0.0412673
-7.08344,0.954987,0.987852,2,7,0,9.30534,0.360332
-6.78508,0.975469,0.987852,1,3,0,7.21291,0.217042
-7.47224,0.913973,0.987852,2,3,0,7.63164,0.416042
-7.08073,1,0.987852,2,3,0,7.397,0.359858
-6.76864,1,0.987852,1,3,0,7.00266,0.275936
-7.05971,0.89431,0.987852,2,3,0,7.41337,0.356131
-6.74857,0.991887,0.987852,2,3,0,7.11734,0.245881
-7.17849,0.897189,0.987852,1,3,0,7.32062,0.147452
-7.27813,0.983667,0.987852,1,1,0,7.33431,0.137989
-6.80062,0.995075,0.987852,1,3,0,7.22592,0.21099
-6.77755,0.986976,0.987852,2,3,0,6.90882,0.281166
-6.78592,0.98336,0.987852,2,3,0,6.88241,0.285416
-6.74952,0.998648,0.987852,1,3,0,6.79362,0.243202
-6.74952,0.472417,0.987852,1,3,0,9.95203,0.243202
-7.11356,0.914872,0.987852,1,3,0,7.21855,0.15445
-6.93975,1,0.987852,1,1,0,7.08872,0.17839
-6.7737,0.935554,0.987852,2,3,0,7.59806,0.279014
-6.7737,0.958714,0.987852,1,3,0,6.97332,0.279014
-6.85645,0.977294,0.987852,1,1,0,6.85658,0.310982
-6.89886,0.987711,0.987852,1,1,0,6.92141,0.322447
-6.76346,1,0.987852,1,3,0,6.86383,0.272383
-6.77979,0.977594,0.987852,2,3,0,6.89344,0.21941
-6.78945,0.999261,0.987852,2,3,0,6.79478,0.215218
-7.69854,0.82809,0.987852,1,3,0,7.90574,0.108393
-7.7613,0.991967,0.987852,1,1,0,7.90132,0.104918
-7.04082,0.976361,0.987852,1,3,0,7.65633,0.163337
-8.7299,0.799033,0.987852,1,3,0,9.01387,0.067098
-6.75441,1,0.987852,2,3,0,8.30643,0.264305
-6.78871,0.948558,0.987852,2,3,0,7.06357,0.21552
-6.83594,0.989512,0.987852,1,1,0,6.83783,0.200177
-6.74813,1,0.987852,2,3,0,6.83206,0.248149
-7.13365,0.910366,0.987852,1,3,0,7.20358,0.368793
-6.80852,1,0.987852,1,3,0,7.03886,0.295065
-7.14795,0.87332,0.987852,1,3,0,7.53603,0.150649
-6.76697,0.889173,0.987852,2,3,0,8.56213,0.274844
-6.7728,0.990117,0.987852,2,3,0,6.83201,0.278488
-6.78878,0.995645,0.987852,1,1,0,6.79256,0.286765
-7.08406,0.939525,0.987852,1,3,0,7.08583,0.36044
-6.87785,1,0.987852,1,1,0,7.03416,0.316986
-7.09282,0.937516,0.987852,1,1,0,7.1042,0.361954
-6.98887,1,0.987852,1,1,0,7.11336,0.342627
-6.96637,1,0.987852,1,1,0,7.04041,0.337964
-6.76359,0.988317,0.987852,1,3,0,7.02716,0.228386
-8.3084,0.700072,0.987852,1,3,0,8.63539,0.499218
-6.78231,0.997035,0.987852,1,3,0,8.3499,0.218256
-6.90202,0.961197,0.987852,1,3,0,7.03016,0.323239
-6.90202,0.81061,0.987852,1,1,0,7.37175,0.323239
-7.07256,0.94986,0.987852,1,1,0,7.09305,0.358424
-6.89657,1,0.987852,1,1,0,7.03819,0.321869
-6.89657,0.791893,0.987852,1,1,0,7.41729,0.321869
-7.01962,0.891381,0.987852,1,3,0,7.47759,0.166189
-6.97611,1,0.987852,1,1,0,7.04784,0.172513
-8.02344,0.928385,0.987852,2,3,0,8.08266,0.474158
-6.82546,0.962045,0.987852,1,3,0,8.26383,0.203084
-6.9181,0.974444,0.987852,2,3,0,7.06948,0.182216
-6.74856,0.996043,0.987852,1,3,0,6.93879,0.254122
-6.90077,0.9598,0.987852,1,3,0,6.95903,0.185491
-7.08903,0.930078,0.987852,1,3,0,7.50249,0.3613
-7.57963,0.854674,0.987852,1,1,0,7.62385,0.428708
-7.33564,1,0.987852,1,1,0,7.64222,0.398572
-7.10311,1,0.987852,1,1,0,7.33294,0.363712
-6.89425,1,0.987852,1,1,0,7.05559,0.321282
-7.08785,0.981105,0.987852,2,3,0,7.1045,0.361097
-6.79206,0.97202,0.987852,1,3,0,7.23735,0.21418
-7.33462,0.868564,0.987852,1,3,0,7.59908,0.398435
-6.8794,1,0.987852,2,3,0,7.23069,0.189847
-7.2221,0.949296,0.987852,1,3,0,7.22491,0.143142
-7.06535,0.92279,0.987852,1,3,0,7.99193,0.357142
-7.65708,0.710931,0.987852,1,3,0,9.051,0.110794
-7.37498,1,0.987852,1,1,0,7.65852,0.129924
-6.74959,1,0.987852,2,3,0,7.26306,0.257037
-6.82308,0.989058,0.987852,2,3,0,6.82982,0.203774
-6.75072,0.996623,0.987852,1,3,0,6.84304,0.259261
-6.79451,0.938613,0.987852,2,3,0,7.09839,0.213237
-6.86685,0.980268,0.987852,2,3,0,6.97129,0.192598
-7.97493,0.658548,0.987852,2,3,0,9.64615,0.0943144
-7.97493,0.94424,0.987852,1,1,0,8.50864,0.0943144
-8.77225,0.92153,0.987852,1,1,0,8.78503,0.0659041
-6.74885,1,0.987852,2,3,0,8.37688,0.244937
-9.55427,0.53452,0.987852,1,3,0,9.91347,0.586838
-7.41521,1,0.987852,1,1,0,8.88093,0.408954
-6.82438,1,0.987852,2,3,0,7.33594,0.203395
-6.7707,1,0.987852,1,1,0,6.8121,0.224027
-6.74831,0.946417,0.987852,2,3,0,7.157,0.247012
-6.76507,0.943908,0.987852,2,3,0,7.1085,0.227407
-8.23451,0.694353,0.987852,1,3,0,8.81769,0.08346
-6.85612,0.992145,0.987852,1,3,0,8.26907,0.195086
-7.34727,0.962341,0.987852,2,3,0,7.36714,0.400128
-6.86424,1,0.987852,2,3,0,7.24474,0.193191
-6.77478,0.958597,0.987852,2,3,0,7.24958,0.279633
-6.90146,0.302199,0.987852,3,7,0,12.708,0.323099
-6.84559,1,0.987852,2,3,0,6.90286,0.307724
-7.33542,0.863039,0.987852,1,1,0,7.33542,0.398543
-8.54145,0.38493,0.987852,3,7,0,11.8583,0.0727664
-6.89965,0.986763,0.987852,1,3,0,8.6106,0.185711
-7.77948,0.872131,0.987852,2,3,0,8.38618,0.450353
-7.66627,1,0.987852,2,3,0,8.01084,0.438369
-7.04288,1,0.987852,1,1,0,7.49251,0.353062
-6.83922,0.954203,0.987852,1,3,0,7.30674,0.199308
-7.7067,0.857836,0.987852,1,3,0,7.83398,0.107931
-6.86117,0.98135,0.987852,2,7,0,7.49593,0.312349
-6.75079,1,0.987852,2,3,0,6.85584,0.24078
-7.09678,0.920873,0.987852,1,3,0,7.18679,0.156391
-6.96007,1,0.987852,1,1,0,7.0865,0.17503
-7.63811,0.906951,0.987852,2,3,0,7.9415,0.111923
-7.23914,1,0.987852,1,1,0,7.58942,0.141532
-6.78729,0.996598,0.987852,1,3,0,7.19515,0.216106
-8.9961,0.707937,0.987852,2,3,0,9.06465,0.060025
-8.80945,1,0.987852,1,1,0,9.18648,0.0648777
-9.20804,0.969982,0.987852,1,1,0,9.34516,0.0550525
-9.43346,0.994973,0.987852,2,3,0,9.65214,0.0503055
-6.93885,0.957363,0.987852,2,7,0,8.85081,0.331952
-6.93885,0.801661,0.987852,1,3,0,7.80598,0.331952
-6.79955,0.944786,0.987852,2,3,0,7.25661,0.291483
-6.97807,0.950001,0.987852,1,1,0,6.9784,0.340416
-7.13027,0.954227,0.987852,1,1,0,7.17354,0.36824
-7.18384,0.983258,0.987852,1,1,0,7.28761,0.376759
-6.84923,1,0.987852,1,1,0,7.08555,0.308833
-6.75006,1,0.987852,1,3,0,6.83252,0.258045
-7.13218,0.940901,0.987852,2,3,0,7.16028,0.152365
-6.7553,0.88472,0.987852,2,3,0,8.71461,0.265276
-6.80983,0.982142,0.987852,2,3,0,6.8713,0.295564
-6.89045,0.992399,0.987852,2,3,0,6.89645,0.320305
-6.82109,1,0.987852,1,1,0,6.88015,0.299683
-6.75074,0.994779,0.987852,2,3,0,6.85413,0.259295
-7.53484,0.797559,0.987852,1,3,0,7.93922,0.118425
-7.60541,0.996757,0.987852,2,3,0,7.72152,0.113914
-6.76094,0.943578,0.987852,2,3,0,8.29227,0.270441
-6.97665,0.953422,0.987852,1,3,0,6.98498,0.34012
-7.06811,0.990799,0.987852,2,3,0,7.11866,0.357634
-8.1736,0.699411,0.987852,1,1,0,8.18578,0.487685
-8.54905,0.881147,0.987852,1,1,0,8.95049,0.518575
-7.40417,0.679007,0.987852,1,3,0,10.492,0.127673
-7.56928,0.976376,0.987852,1,1,0,7.64078,0.116185
-7.10655,1,0.987852,1,1,0,7.49458,0.155254
-7.52308,0.934046,0.987852,1,1,0,7.52551,0.119207
-6.75428,0.991976,0.987852,1,3,0,7.58377,0.236197
-7.26855,0.923386,0.987852,2,3,0,7.34454,0.138842
-7.37307,0.983706,0.987852,1,1,0,7.44153,0.130075
-7.9174,0.926974,0.987852,1,1,0,7.92487,0.0970011
-8.63874,0.926479,0.987852,1,1,0,8.65662,0.0697646
-7.93898,0.978948,0.987852,2,3,0,9.36,0.0959801
-8.01788,0.99096,0.987852,1,1,0,8.18097,0.0923807
-7.46028,1,0.987852,1,1,0,7.95467,0.123545
-7.45763,0.865647,0.987852,1,3,0,8.98002,0.414251
-6.75645,0.996629,0.987852,1,3,0,7.46174,0.234007
-6.83816,0.990416,0.987852,2,3,0,6.84435,0.305397
-7.08426,0.889921,0.987852,1,3,0,7.48994,0.15788
-7.04526,0.975677,0.987852,2,3,0,7.45861,0.162757
-6.91915,1,0.987852,2,3,0,7.03198,0.182024
-7.92962,0.923494,0.987852,2,3,0,8.0191,0.465296
-7.84351,1,0.987852,2,7,0,7.84626,0.100628
-7.92468,0.99677,0.987852,2,3,0,8.07604,0.0966548
-6.76721,0.989015,0.987852,1,3,0,8.03797,0.226061
-6.75758,1,0.987852,1,1,0,6.76563,0.232984
-6.79121,0.991608,0.987852,2,3,0,6.82421,0.214515
-6.85865,0.985186,0.987852,1,1,0,6.85943,0.194487
-6.89238,0.966453,0.987852,1,3,0,7.14874,0.320803
-6.99803,0.968941,0.987852,1,1,0,7.02244,0.344466
-7.49807,0.854232,0.987852,1,1,0,7.51956,0.419165
-7.61683,0.961604,0.987852,1,1,0,7.82934,0.432912
-7.59299,1,0.987852,1,1,0,7.86776,0.430227
-7.02183,1,0.987852,2,3,0,7.43483,0.349108
-6.94363,1,0.987852,1,1,0,7.04076,0.333024
-6.80216,1,0.987852,1,1,0,6.90445,0.292552
-6.77853,0.988828,0.987852,1,3,0,6.8798,0.220002
-6.94746,0.970944,0.987852,1,3,0,6.95353,0.177092
-6.75909,0.999376,0.987852,1,3,0,6.92555,0.231713
-6.75909,0.847742,0.987852,1,3,0,7.45184,0.231713
-6.75073,0.947469,0.987852,2,3,0,7.12591,0.240883
-6.7637,0.99562,0.987852,1,3,0,6.77604,0.272559
-8.79423,0.627806,0.987852,1,3,0,8.93504,0.536907
-7.4736,1,0.987852,1,1,0,8.44505,0.416208
-7.49432,0.99323,0.987852,1,1,0,7.71431,0.418715
-6.75406,0.998123,0.987852,1,3,0,7.47973,0.236432
-6.75056,1,0.987852,1,1,0,6.75332,0.24117
-7.10318,0.945884,0.987852,2,3,0,7.16031,0.155644
-6.88684,1,0.987852,1,1,0,7.06151,0.188288
-7.4221,0.924193,0.987852,1,3,0,7.44363,0.126326
-6.90697,0.987175,0.987852,1,3,0,7.33945,0.184295
-7.43285,0.9255,0.987852,1,3,0,7.4483,0.125531
-6.96121,0.985737,0.987852,2,3,0,7.64946,0.174847
-6.77652,0.931543,0.987852,2,3,0,7.66398,0.280602
-6.78474,0.988299,0.987852,1,3,0,6.85547,0.217187
-6.74809,1,0.987852,1,3,0,6.78402,0.248567
-6.74809,0.955856,0.987852,1,3,0,6.92126,0.248567
-6.80524,0.893879,0.987852,2,3,0,7.44155,0.209385
-6.94587,0.969267,0.987852,2,3,0,7.07809,0.177356
-7.62369,0.907401,0.987852,1,3,0,7.65149,0.112794
-7.37711,0.871415,0.987852,1,3,0,9.13872,0.40406
-8.34803,0.724419,0.987852,1,1,0,8.43674,0.50251
-7.3152,1,0.987852,1,1,0,8.0746,0.395802
-6.85427,1,0.987852,1,1,0,7.17657,0.310341
-7.15708,0.866,0.987852,1,3,0,7.6535,0.149677
-7.1622,0.999122,0.987852,1,1,0,7.24196,0.149138
-6.92853,1,0.987852,1,1,0,7.12029,0.180338
-6.83586,1,0.987852,1,1,0,6.91299,0.2002
-6.76557,1,0.987852,2,3,0,6.81815,0.273892
-6.771,0.992391,0.987852,2,3,0,6.81793,0.22386
-7.35462,0.9212,0.987852,2,3,0,7.506,0.401105
-6.76261,1,0.987852,1,3,0,7.22333,0.271744
-7.06698,0.906997,0.987852,1,3,0,7.2724,0.159994
-6.97375,1,0.987852,1,1,0,7.07446,0.172876
-6.79018,0.997524,0.987852,1,3,0,6.93796,0.214925
-7.03416,0.958737,0.987852,1,3,0,7.04535,0.16422
-7.22206,0.967316,0.987852,1,1,0,7.23971,0.143146
-6.78595,0.996733,0.987852,1,3,0,7.17859,0.216671
-8.27856,0.709962,0.987852,1,3,0,8.79194,0.0817977
-8.68802,0.962108,0.987852,1,1,0,8.78495,0.0683064
-8.28722,1,0.987852,1,1,0,8.75006,0.081476
-7.05923,0.967153,0.987852,1,3,0,8.19736,0.160965
-6.9133,0.957014,0.987852,1,3,0,7.48956,0.325999
-6.9675,0.983927,0.987852,1,1,0,7.0047,0.338205
-6.82905,0.914767,0.987852,2,3,0,7.43181,0.302419
-6.9331,0.970239,0.987852,1,1,0,6.94151,0.330645
-7.1445,0.838156,0.987852,1,3,0,7.77757,0.151021
-8.98037,0.802656,0.987852,1,3,0,9.26547,0.0604158
-8.126,1,0.987852,1,1,0,8.9118,0.0877647
-6.79565,0.90054,0.987852,2,7,0,8.78588,0.289833
-6.88736,0.974315,0.987852,1,1,0,6.88985,0.319505
-6.80152,0.976109,0.987852,1,3,0,7.03563,0.210671
-6.76452,0.880229,0.987852,2,3,0,7.79916,0.227767
-7.11814,0.952951,0.987852,2,3,0,7.18954,0.366235
-6.78068,1,0.987852,1,3,0,7.02707,0.282814
-6.81987,0.962271,0.987852,2,3,0,7.01166,0.204724
-6.76092,0.913346,0.987852,2,3,0,7.447,0.23029
-7.06885,0.958082,0.987852,2,3,0,7.13201,0.357765
-7.67629,0.622943,0.987852,1,3,0,9.09807,0.109671
-7.3518,1,0.987852,1,1,0,7.66139,0.131768
-7.56619,0.856548,0.987852,1,3,0,8.94706,0.427167
-6.81142,1,0.987852,1,3,0,7.35136,0.296165
-6.76882,1,0.987852,1,1,0,6.8005,0.276051
-6.81787,0.945971,0.987852,2,3,0,7.09118,0.20533
-7.75602,0.895424,0.987852,2,3,0,7.95253,0.447924
-7.75602,0.712829,0.987852,1,1,0,8.62086,0.447924
-6.77903,0.996165,0.987852,2,3,0,7.87123,0.219765
-7.02038,0.974491,0.987852,2,3,0,7.03906,0.348831
-7.03886,0.868784,0.987852,1,3,0,7.70611,0.163595
-8.79317,0.788825,0.987852,1,3,0,9.10686,0.0653245
-8.44497,1,0.987852,1,1,0,8.88808,0.0759156
